PT_NM,WMYR,WMOD,WMWK,ITEM_PH,ITEM_BOD,ITEM_COD,ITEM_TOC,ITEM_SS,ITEM_DOC,ITEM_TP,ITEM_TCOLI,ITEM_ECOLI,drink
영강2-1,2022,5,3회차,8.0,1.3,5.2,3.6,,9.1,,,,1
금호강2A,2022,5,3회차,7.7,3.1,9.3,7.0,,8.6,,,,0
경호강2,2022,5,1회차,7.9,1.2,4.9,3.0,,9.0,,20000.0,3900.0,1
남강,2022,5,3회차,7.4,1.3,4.5,2.7,,8.0,,,,1
충주댐1,2022,5,33,8.2,1.4,2.3,1.5,,11.9,,8.0,0.0,1
밀양강A,2022,5,2회차,8.0,1.4,5.3,3.2,,8.9,,,,1
물금,2022,5,2회차,7.8,2.1,5.6,3.4,,8.1,,13000.0,8.0,0
복하천2,2022,5,1회차,7.7,6.1,9.8,7.7,,11.3,,76000.0,3200.0,0
탄천2,2022,5,1회차,7.8,4.3,6.7,5.0,,9.5,,29000.0,3100.0,0
지석천1,2022,5,1회차,8.5,9.7,7.3,6.8,,12.8,,78.0,52.0,0
화순천,2022,5,1회차,8.4,5.0,6.7,5.1,,11.0,,29.0,5.0,0
금호강4,2022,5,1회차,8.6,2.4,6.3,4.0,,7.3,,9600.0,9.0,0
가창댐2,2022,5,13,7.4,1.7,4.0,1.8,,11.4,,230.0,0.0,1
대청댐1,2022,5,51,8.9,0.7,3.9,2.2,,9.5,,11.0,6.0,0
갑천5-1,2022,5,4회차,7.4,2.6,9.6,6.9,,9.8,,32000.0,5400.0,0
전주천2-1,2022,5,1회차,8.0,3.1,4.0,1.2,,11.9,,4600.0,1700.0,0
전주천5,2022,5,1회차,7.7,3.0,4.3,2.5,,10.1,,2000.0,78.0,0
천원천,2022,5,1회차,8.0,1.6,8.0,3.7,,11.0,,2900.0,470.0,1
팔당댐2,2022,5,43,7.3,1.1,3.3,2.1,,9.2,,10.0,0.0,1
팔당댐2,2022,5,51,8.9,1.1,3.6,2.3,,10.3,,30.0,20.0,0
팔당댐5,2022,5,5회차,8.4,0.9,4.2,3.1,,9.2,,,,1
달방댐,2022,5,11,7.8,2.0,3.7,2.1,,9.7,,370.0,4.0,1
대곡댐2,2022,5,11,7.7,1.4,4.6,2.8,,7.6,,17.0,0.0,1
선암댐,2022,5,15,7.7,1.0,4.1,2.5,,7.7,,6.0,0.0,1
팔당,2022,5,2회차,8.4,0.8,3.0,2.2,,9.8,,40.0,27.0,1
팔당,2022,5,3회차,8.5,0.7,3.2,4.3,,9.6,,,,1
노량진,2022,5,2회차,7.9,1.3,4.3,3.1,,8.6,,80.0,20.0,1
안양천4,2022,5,3회차,7.8,2.8,10.0,9.7,,8.5,,,,0
행주,2022,5,3회차,7.8,3.3,7.5,6.8,,8.3,,,,0
영평천3,2022,5,1회차,8.7,2.9,7.2,5.4,,11.4,,,,0
제천천2A,2022,5,2회차,8.3,1.2,3.9,3.6,,8.7,,,,1
경안천5A,2022,5,3회차,8.7,4.2,7.8,7.5,,11.2,,,,0
임진강3A,2022,5,2회차,8.6,2.7,6.6,3.8,,10.7,,,,0
벽계천,2022,5,1회차,8.4,0.3,2.3,1.3,,10.9,,110.0,70.0,1
여주1,2022,5,4회차,8.1,0.8,2.9,,,10.6,,,,1
여주2,2022,5,2회차,8.4,1.1,3.5,,,11.8,,,,1
오산천2-1,2022,5,1회차,7.3,5.7,8.6,5.9,,8.6,,,,0
황구지천2,2022,5,3회차,7.3,2.0,8.4,6.1,,7.8,,,,1
주암댐1,2022,5,45,7.3,1.3,3.0,2.1,,7.2,,2.0,0.0,1
섬강4-1,2022,5,1회차,8.7,1.3,4.7,2.8,,11.1,,170.0,120.0,0
식지천,2022,5,1회차,6.4,4.3,9.2,6.5,,10.5,,,,0
삼포천1,2022,5,5회차,6.7,8.8,19.0,12.4,,6.4,,,,0
구산천,2022,5,2회차,6.6,2.2,3.6,2.3,,9.9,,,,0
치천,2022,5,1회차,6.9,1.0,3.7,2.3,,10.1,,,,1
동복천,2022,5,2회차,7.7,1.5,3.3,1.9,,8.9,,,,1
율천,2022,5,2회차,7.1,1.2,2.7,1.6,,6.7,,,,1
후곡천,2022,5,1회차,7.8,1.2,5.2,3.2,,11.2,,,,1
장흥댐2,2022,5,11,7.4,1.9,3.0,1.7,,10.2,,238.0,3.0,1
장흥댐4,2022,5,13,7.0,1.4,2.3,1.6,,10.3,,816.0,2.0,1
수어댐1,2022,5,15,8.4,0.8,2.3,1.6,,7.5,,602.0,2.0,1
성덕댐,2022,5,15,7.1,0.2,3.9,2.5,,10.6,,4.0,0.0,1
충주조정지댐1,2022,5,11,8.6,2.1,3.1,1.9,,12.7,,6.0,0.0,0
용전천1,2022,5,1회차,7.7,1.0,3.0,2.0,,9.7,,160.0,0.0,1
충주댐3,2022,5,13,8.2,1.9,2.7,1.5,,12.3,,6.0,0.0,1
전주,2022,5,2회차,8.8,5.8,10.5,7.4,,12.9,,,,0
전주천6,2022,5,2회차,7.5,2.9,10.5,9.3,,9.9,,,,0
김제,2022,5,2회차,7.9,4.8,12.1,5.0,,8.9,,110.0,77.0,0
이원,2022,5,2회차,7.9,1.3,4.9,2.6,,9.9,,,,1
대청댐1,2022,5,15,8.0,0.4,4.1,2.6,,10.1,,4.0,0.0,1
대청댐1,2022,5,53,8.8,0.7,3.9,2.3,,10.3,,28.0,26.0,0
위천2,2022,5,1회차,8.5,2.7,9.3,5.3,,10.6,,600.0,100.0,0
적성,2022,5,4회차,9.0,2.5,5.8,2.5,,11.0,,9000.0,12.0,0
C석탑천,2022,5,2회차,8.1,2.4,6.2,2.9,,9.4,,,,0
광주1,2022,5,2회차,8.9,6.1,11.3,6.6,,10.2,,40000.0,20.0,0
남해봉천,2022,5,1회차,8.7,1.1,4.9,4.0,,12.2,,6100.0,29.0,0
담양,2022,5,4회차,7.3,1.2,3.8,3.2,,9.5,,21000.0,25.0,1
보성천-1,2022,5,3회차,7.7,0.6,4.2,2.3,,8.9,,7200.0,17.0,1
영암천1,2022,5,1회차,7.4,3.0,9.3,6.0,,9.9,,68000.0,6000.0,0
오천천,2022,5,1회차,7.7,1.5,4.7,2.5,,9.1,,6200.0,21.0,1
하동,2020,4,3회차,8.0,0.8,4.5,2.2,,9.8,,520.0,88.0,1
삼포천2,2022,5,2회차,7.5,7.8,10.2,7.3,,8.0,,,,0
대암댐1,2022,5,15,7.3,1.0,4.2,2.5,,2.0,,5.0,0.0,1
선암댐,2022,5,11,8.3,1.2,4.1,2.6,,9.2,,13.0,1.0,1
용담댐1,2022,5,15,7.5,1.1,2.5,1.7,,9.6,,72.0,0.0,1
부안댐1,2022,5,13,7.2,0.8,3.0,1.9,,10.1,,4.0,0.0,1
밀양댐2,2022,5,15,7.3,1.6,2.4,1.3,,10.7,,0.0,0.0,1
운문댐1,2022,5,15,6.4,0.8,3.0,1.6,,9.1,,68.0,1.0,0
섬진강댐1,2022,5,15,7.9,1.6,3.5,1.8,,10.4,,68.0,0.0,1
영주댐1,2022,5,11,8.2,0.9,4.9,2.9,,10.4,,12.0,3.0,1
낙동강하구1,2022,5,13,8.3,1.8,4.4,3.2,,9.2,,2400.0,1.0,1
낙동강하구3,2022,5,11,8.6,1.3,4.6,3.1,,9.3,,1400.0,8.0,0
충주댐4,2022,5,11,8.4,1.9,3.0,1.4,,9.9,,6.0,0.0,1
번천,2022,5,1회차,7.6,1.0,1.5,1.1,,10.7,,410.0,23.0,1
소양강댐5,2022,5,13,7.8,1.3,1.9,1.5,,10.4,,0.0,0.0,1
안동댐3,2022,5,13,8.1,1.2,3.6,2.3,,11.8,,75.0,0.0,1
대청댐2,2022,5,11,7.4,1.6,2.4,2.4,,11.4,,0.0,0.0,1
남강댐1,2022,5,13,7.1,1.0,3.0,2.0,,10.2,,90.0,0.0,1
남강댐1,2022,5,15,6.6,1.2,2.8,2.1,,4.2,,75.0,0.0,1
남강댐2,2022,5,13,7.3,1.2,3.0,2.2,,9.8,,50.0,0.0,1
목현천,2022,5,1회차,8.3,2.9,4.7,3.3,,11.4,,,,0
안양천3-1,2022,5,1회차,7.4,4.8,10.8,6.6,,9.6,,,,0
안양천3-2,2022,5,3회차,8.1,7.5,13.4,7.7,,10.8,,,,0
용담천,2022,5,2회차,7.3,1.1,2.4,1.3,,11.0,,,,1
영천댐1,2022,5,11,9.1,3.5,5.3,3.4,,11.8,,20.0,0.0,0
C고사동수로,2022,5,2회차,7.5,7.4,14.1,10.4,,6.0,,,,0
신천1,2020,7,1회차,7.3,4.5,8.4,7.2,,6.0,,24000.0,2700.0,0
문산천1,2020,7,1회차,7.3,2.5,6.9,3.5,,7.1,,2200.0,1100.0,0
서호2,2020,7,1회차,9.6,10.6,18.4,10.4,,15.4,,100.0,16.0,0
청미천2,2020,7,1회차,7.8,3.3,8.0,6.5,,9.2,,2100.0,660.0,0
복하천1,2020,7,1회차,7.8,3.6,5.7,4.7,,8.9,,1900.0,270.0,0
복하천3,2020,7,1회차,7.8,5.5,7.3,5.9,,10.5,,1100.0,160.0,0
봉곡천,2020,7,2회차,7.5,1.8,7.9,6.0,,8.0,,,,1
봉곡천,2020,7,3회차,7.0,2.7,11.9,8.7,,8.2,,,,0
청통천,2020,7,3회차,7.7,1.0,6.9,5.1,,9.4,,,,1
부기천,2020,7,2회차,7.4,4.5,10.9,7.9,,7.0,,,,0
대가천3,2020,7,1회차,7.8,0.9,3.0,2.3,,8.6,,,,1
사천천,2020,7,2회차,7.4,1.4,4.3,3.2,,7.7,,,,1
광려천1-1,2020,7,2회차,7.7,0.4,1.7,1.4,,8.9,,,,1
소호천,2020,7,1회차,8.0,0.8,1.6,1.3,,8.5,,,,1
고정천,2020,7,2회차,7.9,1.2,3.9,2.9,,8.2,,,,1
단장천1,2020,7,2회차,6.3,0.5,1.4,0.6,,9.3,,,,0
단장천2,2020,7,1회차,8.2,0.9,1.8,1.4,,8.2,,,,1
신령천,2020,7,3회차,7.6,1.6,11.1,8.0,,8.0,,,,1
광산천,2020,7,2회차,7.3,1.3,10.1,7.5,,8.2,,,,1
창녕,2020,7,2회차,6.9,1.8,10.2,5.1,,8.7,,85000.0,2100.0,1
거창동천1,2020,7,1회차,7.3,0.9,3.9,2.1,,9.0,,63000.0,1200.0,1
거창위천2,2020,7,1회차,7.4,0.8,2.9,1.4,,9.3,,29000.0,400.0,1
하남,2020,7,4회차,7.2,1.2,8.5,4.2,,8.7,,55000.0,1800.0,1
곤지암천,2020,7,1회차,8.8,1.1,3.9,2.9,,10.1,,160.0,39.0,0
안양천1-1,2020,7,1회차,8.0,1.4,6.1,5.2,,8.2,,9200.0,1000.0,1
오산천1,2020,7,1회차,8.1,0.8,6.7,7.4,,6.8,,5600.0,190.0,1
금호강3,2020,7,1회차,7.8,1.7,6.9,5.0,,8.0,,64000.0,1300.0,1
서낙동강2,2020,7,1회차,8.0,9.6,20.9,6.8,,10.4,,22000.0,450.0,0
회동댐상류,2020,7,1회차,6.7,0.6,2.3,1.5,,8.6,,14000.0,330.0,1
두계천1,2020,7,1회차,7.8,0.8,3.2,1.7,,8.1,,14000.0,680.0,1
도당천,2020,7,1회차,7.9,1.2,5.7,3.4,,7.8,,3500.0,230.0,1
미호천6-1,2020,9,1회차,7.0,2.3,6.2,4.5,,7.4,,43000.0,24000.0,0
구량천,2020,7,1회차,7.4,0.8,3.9,1.9,,9.8,,,,1
가막,2020,7,1회차,8.0,1.0,4.3,2.1,,11.5,,220.0,97.0,1
제원A,2020,7,1회차,8.2,0.9,4.0,1.9,,9.5,,,,1
대청댐,2020,7,2회차,8.1,1.2,4.4,2.7,,6.2,,23.0,14.0,1
계성천,2020,7,1회차,7.0,1.4,9.0,,,6.7,,,,1
함안,2020,7,2회차,7.0,1.5,7.7,6.2,,7.8,,92000.0,17500.0,1
주천강,2020,7,1회차,7.7,4.8,11.3,9.5,,7.6,,,,0
현풍,2020,7,2회차,7.3,2.2,10.1,,,9.1,,,,0
현풍,2020,7,3회차,7.7,1.9,9.0,7.0,,9.2,,23000.0,1320.0,1
용전천2,2020,7,1회차,8.3,0.9,3.3,3.0,,9.2,,,,1
길안천2,2020,7,2회차,8.0,0.6,4.8,3.6,,9.1,,,,1
미천,2020,7,3회차,7.7,0.6,5.8,5.5,,8.2,,58000.0,12250.0,1
안동5,2020,7,2회차,7.4,1.1,8.7,6.9,,8.4,,,,1
내성천5,2020,7,2회차,7.5,1.2,6.7,4.8,,8.3,,,,1
금천,2020,7,3회차,7.5,1.3,4.9,3.9,,8.1,,,,1
영강2-1,2020,7,3회차,7.5,0.5,2.5,2.1,,8.7,,12500.0,2450.0,1
용산,2020,7,2회차,7.0,2.8,11.2,6.4,,7.8,,,,0
경호강1,2020,7,2회차,7.2,0.9,3.6,2.1,,8.8,,,,1
밀양강A,2020,7,2회차,8.0,1.0,4.1,3.0,,8.5,,,,1
회룡천,2020,7,3회차,7.8,0.3,2.0,1.7,,8.2,,,,1
용전천3,2020,7,3회차,8.3,1.3,4.7,4.3,,8.9,,,,1
석관천,2020,7,1회차,7.5,0.6,3.2,2.3,,8.2,,,,1
석관천,2020,7,2회차,7.2,0.6,3.6,2.7,,8.0,,,,1
석관천,2020,7,3회차,7.4,0.9,10.5,7.3,,9.2,,,,1
말지천,2020,7,1회차,7.2,1.0,6.6,5.4,,8.0,,,,1
봉곡천,2020,7,1회차,7.9,1.7,5.6,4.9,,8.1,,,,1
한천-1,2020,7,1회차,8.8,1.4,4.3,3.3,,11.1,,,,0
백천-1,2020,7,1회차,7.7,0.6,4.5,3.5,,8.1,,,,1
대가천1,2020,7,2회차,6.8,0.4,3.9,2.2,,9.0,,,,1
대가천2,2020,7,1회차,7.9,0.7,2.7,2.0,,8.1,,,,1
양천-1,2020,7,3회차,7.2,1.8,9.6,7.0,,8.0,,,,1
미곡천,2020,7,3회차,7.3,1.1,5.4,4.4,,8.3,,,,1
신등천,2020,7,1회차,7.8,1.4,5.1,4.6,,9.1,,,,1
동창천,2020,7,3회차,7.1,0.5,5.6,3.7,,8.7,,370000.0,11500.0,1
부일천,2020,7,1회차,7.7,1.7,7.6,6.9,,7.8,,,,1
풍산천,2020,7,1회차,7.5,2.2,12.6,8.4,,7.0,,,,0
풍산천,2020,7,3회차,7.4,2.0,7.8,5.0,,7.9,,,,1
도남,2020,7,1회차,8.2,1.7,5.0,4.0,,9.6,,6100.0,2600.0,1
감천2-1,2020,7,2회차,7.2,1.4,9.7,,,8.4,,,,1
다사,2020,7,3회차,7.3,1.9,9.3,7.1,,8.3,,42000.0,6000.0,1
창녕,2020,7,1회차,7.5,2.2,8.5,5.2,,9.8,,3300000.0,1300.0,0
구포,2020,7,4회차,7.5,0.7,7.3,3.8,,7.9,,140000.0,1200.0,1
곤양천,2020,7,1회차,6.8,0.6,4.5,2.1,,8.9,,180000.0,1100.0,1
진전천,2020,7,1회차,7.4,1.2,3.4,1.4,,8.4,,45000.0,60.0,1
동계,2020,7,1회차,7.7,0.6,1.5,1.8,,8.5,,4300.0,250.0,1
주암댐,2020,7,4회차,8.2,1.3,4.3,3.0,,7.8,,77.0,4.0,1
대강,2020,7,5회차,8.0,0.6,4.6,2.7,,10.6,,,,1
악양,2020,7,1회차,7.8,0.5,3.7,2.8,,8.7,,,,1
영산천,2020,7,2회차,7.8,2.4,8.1,5.2,,8.0,,,,0
만봉천,2020,7,1회차,7.2,1.6,7.7,6.0,,7.7,,,,1
만봉천,2020,7,2회차,8.3,1.6,4.9,3.7,,8.0,,,,1
경호천,2022,5,2회차,7.5,0.8,5.9,3.7,,8.5,,,,1
대가천2,2022,5,3회차,8.1,1.0,3.6,1.9,,9.4,,,,1
주항천,2022,5,3회차,8.0,3.0,7.0,4.4,,9.0,,,,0
동창천1,2022,5,2회차,7.8,1.1,3.6,1.9,,9.1,,,,1
송야천,2022,5,1회차,7.9,5.7,12.1,5.9,,13.4,,,,0
둔당천,2022,5,1회차,7.1,2.8,8.6,4.6,,8.1,,78000.0,11000.0,0
가곡천,2022,5,1회차,7.9,0.9,1.5,0.8,,9.9,,44.0,2.0,1
덕은리,2022,5,1회차,8.0,1.5,3.7,1.9,,11.5,,78.0,30.0,1
덕은리,2022,5,4회차,8.7,1.4,2.6,,,10.2,,,,0
송천2,2022,5,1회차,8.8,1.5,2.6,2.0,,10.2,,108.0,3.0,0
영월2,2022,5,3회차,8.9,1.3,3.7,2.2,,11.4,,56.0,0.0,0
원주천1,2022,5,1회차,8.9,1.9,4.5,3.1,,12.0,,340.0,85.0,0
의암댐,2022,5,4회차,7.8,1.6,2.6,1.6,,11.7,,82.0,36.0,1
의암댐1,2022,5,13,7.1,1.5,2.6,2.0,,12.0,,236.0,96.0,1
의암댐1,2022,5,21,8.1,2.1,3.1,2.2,,10.6,,0.0,0.0,0
중원,2022,5,2회차,8.3,1.9,2.8,,,10.7,,,,1
천진호,2022,5,1회차,7.9,1.0,3.7,3.3,,7.8,,195.0,14.0,1
충주댐1,2022,5,31,8.4,1.2,2.5,1.7,,10.2,,6.0,0.0,1
조양강,2022,5,1회차,9.1,0.9,3.4,1.7,,11.2,,,,0
조양강,2022,5,3회차,9.1,1.1,3.0,2.2,,10.2,,,,0
원주,2022,5,2회차,8.5,0.9,3.2,1.8,,10.7,,60.0,0.0,1
흑천2,2022,5,4회차,9.2,2.2,5.0,3.4,,11.6,,,,0
공릉천3,2022,5,1회차,9.0,13.1,14.7,6.5,,14.2,,,,0
신천3,2022,5,1회차,8.0,9.6,11.4,7.8,,9.7,,,,0
춘천A,2022,5,1회차,7.7,0.6,2.7,1.6,,11.0,,,,1
경안천5A,2022,5,1회차,8.8,4.3,7.1,4.4,,12.6,,,,0
곡수천,2022,5,2회차,9.1,2.3,8.9,,,11.3,,,,0
진위천-1,2022,5,1회차,8.5,0.6,4.2,2.7,,13.0,,,,1
오산천1-1,2022,5,2회차,7.3,0.7,7.1,4.8,,8.3,,,,1
주암댐1,2022,5,41,8.0,2.3,4.3,3.0,,10.0,,15.0,0.0,0
목사동,2022,5,1회차,7.6,1.0,2.7,2.1,,10.8,,,,1
장성천1,2022,5,1회차,7.5,3.5,8.5,5.8,,9.8,,,,0
후곡천,2022,5,3회차,7.5,1.3,6.2,4.2,,10.8,,,,1
옥택천,2022,5,2회차,6.7,1.8,8.3,5.7,,9.2,,,,1
보성강A,2022,5,1회차,7.5,2.5,7.0,4.5,,10.7,,,,0
남천,2022,5,1회차,7.2,1.2,4.2,2.5,,10.7,,,,1
남천,2022,5,2회차,7.5,1.6,4.2,2.5,,9.6,,,,1
옥동천2,2022,5,2회차,9.6,0.8,2.3,1.2,,12.0,,10.0,0.0,0
미호천5,2022,5,1회차,7.7,5.8,10.9,7.7,,8.4,,3000.0,740.0,0
공주2,2022,5,1회차,9.3,6.7,9.4,4.7,,12.4,,180.0,26.0,0
성동,2022,5,3회차,8.5,3.5,7.9,4.6,,8.8,,360.0,170.0,0
대호2,2022,5,15,8.1,4.0,9.6,6.2,,9.6,,12.0,9.0,0
C외천천,2022,5,1회차,7.7,1.2,5.6,3.9,,9.5,,350.0,,1
C석남천,2022,5,1회차,7.7,3.3,5.6,3.9,,8.1,,2800.0,,0
C석남천,2022,5,2회차,8.0,3.1,4.6,4.0,,7.8,,,,0
봉선사천,2022,5,1회차,7.9,1.0,3.7,1.9,,10.6,,,,1
용암천,2022,5,2회차,8.0,4.0,9.7,5.0,,10.4,,,,0
감이천,2022,5,3회차,8.0,3.1,9.4,3.4,,7.4,,,,0
양재천,2022,5,2회차,7.2,4.0,8.5,4.1,,7.2,,,,0
창릉천-1,2022,5,1회차,8.2,0.8,2.6,0.9,,9.7,,,,1
장진천,2022,5,1회차,8.1,3.0,9.7,4.2,,9.2,,,,0
장진천,2022,5,3회차,8.5,3.2,9.7,4.0,,9.3,,,,0
설문천,2022,5,1회차,7.8,5.4,11.2,4.4,,7.8,,,,0
신천2-1,2022,5,4회차,7.8,4.9,11.7,5.5,,9.8,,,,0
경안천2A,2022,5,3회차,8.1,1.6,6.7,3.5,,13.2,,,,1
굴포천1-1,2022,5,2회차,8.1,3.2,6.3,4.0,,10.0,,,,0
무거천,2022,5,1회차,7.0,1.4,3.7,1.8,,11.6,,50000.0,1100.0,1
조종천2,2022,5,1회차,7.3,1.4,3.3,2.2,,11.6,,1300.0,93.0,1
주천강1,2022,5,1회차,8.5,0.8,2.2,1.9,,11.0,,14000.0,18.0,1
합천댐2,2022,5,11,7.7,1.2,2.6,2.0,,9.1,,104.0,8.0,1
합천댐2,2022,5,15,7.1,1.3,2.3,1.9,,3.6,,152.0,11.0,1
갑천5-1,2022,5,1회차,7.6,3.5,8.8,5.5,,9.2,,6200.0,3100.0,0
문산천3,2020,9,2회차,7.4,1.3,4.4,2.2,,9.9,,43000.0,26000.0,1
"광산(영본B, 용봉)",2020,7,2회차,6.9,5.5,8.4,6.2,,6.6,,13000.0,9000.0,0
"광산(영본B, 용봉)",2020,7,5회차,7.0,3.1,5.9,3.5,,7.4,,30000.0,10000.0,0
동복천1,2020,7,2회차,7.6,0.9,4.0,2.9,,9.8,,3700.0,70.0,1
탐진강3,2020,7,2회차,7.1,0.7,5.1,3.8,,8.0,,500.0,280.0,1
관촌,2020,7,1회차,7.1,1.1,5.5,3.9,,10.1,,,,1
죽산,2020,7,5회차,7.3,1.5,5.5,3.5,,7.5,,2700.0,2600.0,1
지석천4,2020,7,3회차,7.4,1.3,6.1,4.2,,9.3,,4700.0,4100.0,1
나주,2020,7,2회차,7.1,5.3,8.4,5.6,,8.0,,3600.0,2000.0,0
나주,2020,7,3회차,6.8,3.0,6.7,4.7,,8.5,,42000.0,11000.0,0
광주천2,2020,7,4회차,6.4,2.6,4.5,3.1,,6.7,,,,0
주암댐1,2020,7,21,7.9,1.2,3.7,2.2,,8.9,,25.0,4.0,1
주암댐1,2020,7,23,7.2,0.7,3.0,2.0,,7.9,,110.0,27.0,1
계산,2020,7,4회차,7.9,0.7,3.7,2.8,,8.3,,,,1
요천-1,2020,7,4회차,7.6,1.2,4.0,3.1,,11.3,,3100.0,2500.0,1
회야강2,2020,7,7회차,7.9,2.1,4.7,2.2,,7.6,,160000.0,5900.0,0
약사천,2020,7,7회차,7.8,3.0,6.3,3.0,,6.5,,220000.0,3700.0,0
지헌,2020,7,7회차,7.4,0.3,1.7,0.9,,9.4,,75000.0,17.0,1
구영,2020,7,7회차,7.5,0.7,2.9,1.8,,8.0,,50000.0,33.0,1
용전천2,2021,9,1회차,7.6,0.4,3.8,2.7,,8.2,,,,1
반변천2-1,2021,9,3회차,7.5,0.6,6.3,4.5,,8.0,,66000.0,580.0,1
안동5,2021,9,2회차,8.0,0.7,4.7,3.0,,9.2,,,,1
풍산천,2021,8,1회차,9.0,1.3,4.6,3.1,,16.5,,,,0
선산,2021,8,3회차,7.5,1.3,5.9,4.1,,6.5,,330000.0,980.0,1
침산교,2022,5,1회차,7.8,1.5,3.7,1.9,,9.9,,2000.0,80.0,1
공촌천,2022,5,1회차,8.3,2.3,6.8,3.9,,9.2,,3500.0,2.0,0
주암댐1,2022,5,11,7.7,2.3,3.8,2.7,,10.1,,17.0,0.0,0
금곡,2022,5,1회차,7.7,1.6,5.5,3.3,,8.7,,4700.0,22.0,1
용전천3,2022,5,3회차,8.2,1.4,4.5,2.6,,8.8,,,,1
복계천,2022,5,2회차,8.2,1.5,5.9,3.6,,9.3,,,,1
백천-1,2022,5,3회차,7.4,1.5,9.0,6.2,,8.5,,,,1
하빈천,2022,5,2회차,8.2,3.2,8.6,6.5,,9.9,,,,0
대가천1,2022,5,1회차,7.6,0.6,3.0,1.2,,9.6,,,,1
사천천,2022,5,1회차,8.0,0.9,3.6,1.6,,9.5,,,,1
양천-1,2022,5,1회차,9.5,6.5,12.0,7.2,,12.7,,,,0
동창천1,2022,5,1회차,7.5,1.2,3.8,1.8,,9.4,,,,1
단장천2,2022,5,2회차,8.3,0.6,2.4,1.0,,9.5,,,,1
수철천,2022,5,1회차,8.0,2.1,6.2,3.5,,10.0,,30000.0,300.0,0
C만천천,2022,5,2회차,8.5,3.6,4.3,3.8,,11.2,,,,0
C홍천강,2022,5,2회차,8.3,1.1,4.0,3.0,,10.6,,,,1
광하,2022,5,1회차,9.1,2.1,3.0,2.4,,10.9,,36.0,0.0,0
우치,2022,5,1회차,7.4,4.1,8.0,5.1,,9.4,,103.0,58.0,0
장성천2,2022,5,4회차,7.7,5.5,12.8,8.5,,7.2,,,,0
주암조정지댐1,2022,5,11,7.8,1.4,2.7,1.5,,9.1,,14.0,1.0,1
광동댐,2022,5,15,7.7,1.5,2.9,1.6,,9.8,,210.0,3.0,1
오산천1-1,2022,5,4회차,7.4,0.9,7.0,4.8,,8.5,,2500.0,590.0,1
팔당댐1,2022,5,45,7.9,2.2,4.1,2.6,,9.4,,,,0
팔당댐1,2022,5,55,8.1,2.3,4.0,2.8,,9.4,,,,0
팔당댐2,2022,5,32,8.7,1.1,3.4,2.0,,10.3,,20.0,0.0,0
C상암천,2022,5,1회차,8.0,1.3,5.9,2.2,,9.2,,33000.0,,1
강진천,2022,5,1회차,6.9,1.9,10.2,4.8,,10.0,,7900.0,120.0,1
담양,2022,5,1회차,7.6,1.5,5.0,3.3,,11.7,,80000.0,29.0,1
성암천,2022,5,3회차,7.8,3.1,8.0,4.2,,13.3,,,,0
무심천,2022,5,3회차,7.5,4.6,12.5,7.6,,8.7,,,,0
미호천6-1,2022,5,3회차,8.0,5.2,11.9,8.3,,9.7,,5200.0,2200.0,0
정안천,2022,5,3회차,7.8,1.6,9.1,5.3,,11.9,,,,1
이동지2,2022,5,1회차,7.8,1.6,4.7,3.9,,9.7,,190.0,1.0,1
계양천,2022,5,1회차,8.3,3.3,8.8,3.5,,10.3,,,,0
학의천,2022,5,2회차,7.7,1.6,7.4,4.6,,10.9,,,,1
용담천,2022,5,3회차,7.3,0.7,3.0,1.3,,10.5,,,,1
논산천2,2022,5,1회차,7.9,1.8,5.8,3.3,,8.2,,6000.0,220.0,1
온천천,2022,5,1회차,7.8,3.0,6.3,3.4,,7.3,,76000.0,1100.0,0
도당천,2022,5,1회차,7.6,2.1,9.8,5.8,,9.3,,40000.0,220.0,0
C오갑천,2022,5,2회차,8.4,1.6,4.7,3.6,,10.5,,,,1
덕은리,2022,5,2회차,8.2,0.9,2.8,,,10.8,,,,1
의암댐,2022,5,2회차,8.1,1.4,2.9,2.0,,10.8,,36.0,5.0,1
의암댐1,2022,5,41,8.0,1.5,2.6,1.7,,10.9,,9.0,6.0,1
충주댐,2022,5,2회차,8.1,1.1,2.4,1.5,,9.9,,17.0,0.0,1
함안천1,2022,5,1회차,7.7,0.5,3.0,2.9,,12.6,,205.0,10.0,1
광려천1,2022,5,1회차,8.8,0.9,1.9,1.4,,14.7,,48.0,2.0,0
내동천,2022,5,1회차,7.4,1.6,4.5,3.5,,6.8,,4000.0,1.0,1
조종천3,2022,5,3회차,9.4,1.2,3.9,2.6,,11.5,,90.0,0.0,0
충주,2022,5,1회차,8.3,0.3,2.1,1.5,,11.4,,,,1
달천5,2022,5,4회차,8.8,1.2,3.6,3.1,,10.8,,,,0
섬강2,2022,5,1회차,9.1,1.3,3.9,2.1,,11.0,,,,0
덕현,2022,5,1회차,7.8,0.3,1.7,0.7,,10.0,,690.0,32.0,1
쌍천,2022,5,5회차,7.8,1.5,3.9,1.1,,8.5,,49.0,5.0,1
추풍령천,2022,5,5회차,9.1,1.5,2.7,2.9,,12.3,,220.0,11.0,0
보청천1,2022,5,5회차,7.5,0.3,1.9,1.9,,11.2,,79.0,79.0,1
보청천2,2022,5,5회차,7.3,0.9,3.8,2.7,,10.2,,450.0,200.0,1
한천-2,2022,5,1회차,7.9,1.5,7.4,4.8,,9.2,,,,1
석천,2022,5,5회차,9.1,1.4,2.7,2.6,,11.0,,220.0,33.0,0
